Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
"Wells, Medina and Macdonald Pvt. Ltd.",Healthcare,USA,Claude,2024,15443,24,22257,14.1,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
Singh-Martinez Pvt. Ltd.,Hospitality,UK,ChatGPT,2023,878,9,18815,11.0,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
"Church, Houston and Robinson Pvt. Ltd.",Retail,South Korea,Mixtral,2022,7129,28,1446,25.0,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
"Booth, Solis and Taylor Pvt. Ltd.",Finance,UAE,Groq,2022,18362,28,9297,20.7,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Cole-Carpenter Pvt. Ltd.,Advertising,Brazil,LLaMA,2023,12206,13,568,31.3,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
Strong-Silva Pvt. Ltd.,Education,South Africa,LLaMA,2022,16324,22,5245,31.6,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
Marsh-Hoffman Pvt. Ltd.,Advertising,UK,Claude,2023,13878,5,1671,18.1,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
Hunter-Turner Pvt. Ltd.,Healthcare,Canada,Groq,2024,2673,19,13400,33.1,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Ruiz-Sanchez Pvt. Ltd.,Defense,India,ChatGPT,2023,7909,25,3751,2.7,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
"Wright, Garcia and Holland Pvt. Ltd.",Entertainment,India,Groq,2023,13525,6,24349,8.3,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
"Shaffer, Moore and Neal Pvt. Ltd.",Hospitality,USA,Claude,2022,19049,29,4810,5.0,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
"Stout, Thomas and Huerta Pvt. Ltd.",Healthcare,UAE,LLaMA,2023,13036,3,8306,27.9,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
"Klein, Smith and Rollins Pvt. Ltd.",Manufacturing,Japan,LLaMA,2024,18878,9,20597,6.0,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
"Burgess, Hernandez and Walker Pvt. Ltd.",Education,India,Claude,2022,15678,9,18759,24.2,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Nelson, Gibson and Jones Pvt. Ltd.",Telecom,Australia,ChatGPT,2024,15221,10,11292,21.8,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
Fitzgerald-Rice Pvt. Ltd.,Healthcare,South Africa,ChatGPT,2023,9078,5,17063,26.0,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Webster, Wong and Wallace Pvt. Ltd.",Retail,Germany,ChatGPT,2023,1584,15,21721,8.6,Our workflows have improved drastically with generative AI. My team adapted faster than others.
"Moreno, Trujillo and Vaughan Pvt. Ltd.",Hospitality,France,LLaMA,2024,1329,17,2469,17.8,There's concern that AI will replace some of us soon. Job rotations have increased.
"Monroe, Ruiz and Mckee Pvt. Ltd.",Telecom,USA,LLaMA,2024,6854,23,3614,8.5,Our workflows have improved drastically with generative AI. My team adapted faster than others.
"Payne, Campbell and Grant Pvt. Ltd.",Technology,UAE,Groq,2022,803,15,24830,28.5,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
"Thompson, Sherman and Lopez Pvt. Ltd.",Utilities,Brazil,ChatGPT,2024,19338,22,709,17.9,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
Gomez-Avery Pvt. Ltd.,Hospitality,Brazil,Claude,2023,8135,6,15085,5.2,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
Rodriguez-Gardner Pvt. Ltd.,Advertising,UK,Claude,2022,9129,16,17966,23.9,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Moore-Russo Pvt. Ltd.,Healthcare,UK,ChatGPT,2023,3945,12,3346,33.9,There's concern that AI will replace some of us soon. Managers were initially skeptical.
"Martin, Rivera and Lawrence Pvt. Ltd.",Manufacturing,Singapore,Mixtral,2022,6670,30,3059,11.1,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Rodriguez, Grant and Myers Pvt. Ltd.",Technology,South Korea,Groq,2022,15810,14,11900,23.1,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
"Sawyer, Manning and Eaton Pvt. Ltd.",Manufacturing,Brazil,ChatGPT,2023,5541,13,9465,26.9,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
Hill-Rodriguez Pvt. Ltd.,Hospitality,South Korea,LLaMA,2022,1129,14,3886,14.7,New roles are exciting; transition was smoother than expected. Managers were initially skeptical.
"Mejia, Fisher and Gardner Pvt. Ltd.",Utilities,France,ChatGPT,2022,6373,22,10094,34.5,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
"Cobb, Atkins and Taylor Pvt. Ltd.",Hospitality,UK,LLaMA,2024,12811,20,19349,17.2,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
Beard-Collins Pvt. Ltd.,Legal Services,UK,LLaMA,2022,16493,14,15685,23.1,There's concern that AI will replace some of us soon. Some departments feel left behind.
Salinas LLC Pvt. Ltd.,Technology,Germany,Claude,2023,3649,13,9389,29.7,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
"Green, Myers and Roach Pvt. Ltd.",Defense,Singapore,Gemini,2024,12989,30,5687,18.4,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Taylor, Morales and Paul Pvt. Ltd.",Legal Services,Australia,Gemini,2023,2606,17,22311,28.5,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"Wright, Morrison and Woodward Pvt. Ltd.",Utilities,UAE,Mixtral,2022,6228,20,13839,26.1,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
"Hill, Duncan and Pierce Pvt. Ltd.",Transportation,Singapore,Gemini,2023,19460,8,10140,33.7,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
"Conley, Garza and Wilson Pvt. Ltd.",Transportation,UK,ChatGPT,2024,2569,6,853,31.7,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
Hill-Phillips Pvt. Ltd.,Finance,South Africa,LLaMA,2023,15207,17,2691,33.4,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Mann-Burns Pvt. Ltd.,Entertainment,Canada,Mixtral,2024,18766,13,19243,26.5,"Productivity increased, but there's anxiety about job security. Some departments feel left behind."
"Le, Jenkins and Scott Pvt. Ltd.",Technology,Switzerland,Groq,2024,3861,7,23051,16.4,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
Strong-Stone Pvt. Ltd.,Utilities,USA,Claude,2023,16436,9,20713,24.2,"AI helped me reduce repetitive tasks, but learning curve was steep. Job rotations have increased."
Daugherty-Copeland Pvt. Ltd.,Manufacturing,Brazil,Mixtral,2022,12002,13,24530,29.6,"Mixed responses—management excited, staff feel uncertain. Some departments feel left behind."
Williamson-Dominguez Pvt. Ltd.,Defense,India,LLaMA,2022,16483,25,11362,7.3,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
"Hooper, Pugh and Daniels Pvt. Ltd.",Advertising,India,Claude,2024,6408,12,14208,11.5,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
"Harris, Farrell and Morris Pvt. Ltd.",Retail,Germany,Groq,2022,2204,13,21422,12.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
"Cunningham, Richardson and White Pvt. Ltd.",Transportation,UAE,Claude,2024,197,12,23382,25.2,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
Nicholson-Underwood Pvt. Ltd.,Defense,South Africa,ChatGPT,2024,4603,4,17374,26.8,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
"Scott, Watts and Thornton Pvt. Ltd.",Retail,USA,ChatGPT,2024,6846,24,21729,14.3,New roles are exciting; transition was smoother than expected. Managers were initially skeptical.
"Williams, Rhodes and Dawson Pvt. Ltd.",Healthcare,South Africa,Gemini,2023,4383,5,12771,34.6,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Williams-Norton Pvt. Ltd.,Technology,South Korea,Mixtral,2024,11129,24,20463,18.9,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Pugh, Garcia and Castro Pvt. Ltd.",Legal Services,South Korea,Gemini,2023,6324,30,8457,31.0,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Chambers, White and Lane Pvt. Ltd.",Education,South Korea,Mixtral,2024,14536,25,8409,18.8,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
Campbell-Duffy Pvt. Ltd.,Advertising,South Africa,Groq,2023,19804,8,24341,20.3,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Williams, Rogers and Smith Pvt. Ltd.",Advertising,USA,Claude,2024,10833,19,20238,26.2,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
"Meza, Krause and Johnson Pvt. Ltd.",Legal Services,Australia,Groq,2023,7931,24,20524,23.2,Our workflows have improved drastically with generative AI. My team adapted faster than others.
"Anderson, Tran and Hill Pvt. Ltd.",Legal Services,Singapore,Gemini,2024,15469,9,13228,33.7,New roles are exciting; transition was smoother than expected. It changed how we communicate internally.
Farrell-Frazier Pvt. Ltd.,Retail,South Africa,Groq,2022,17356,26,7815,14.1,I love using AI—it makes my job easier and more fun. Job rotations have increased.
"Hickman, Barton and Ray Pvt. Ltd.",Entertainment,UK,Gemini,2024,1941,12,10059,29.5,"We now finish tasks faster, but some older employees are struggling. Some departments feel left behind."
Casey-Knapp Pvt. Ltd.,Entertainment,Australia,ChatGPT,2024,10147,25,2766,7.9,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
"Carter, Knapp and Stanton Pvt. Ltd.",Retail,India,ChatGPT,2022,16851,27,5469,9.0,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Caldwell, Dunn and Hanna Pvt. Ltd.",Technology,South Africa,Mixtral,2024,17730,18,4501,25.7,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
"Hayden, Mathis and Cohen Pvt. Ltd.",Hospitality,Australia,Mixtral,2022,3818,6,19562,17.1,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
"Martinez, Munoz and White Pvt. Ltd.",Defense,Brazil,ChatGPT,2023,3100,17,4578,31.0,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Mcintyre, Huerta and Lewis Pvt. Ltd.",Retail,Switzerland,Mixtral,2023,10831,5,22214,24.5,New roles are exciting; transition was smoother than expected. Job rotations have increased.
Preston-Rosales Pvt. Ltd.,Utilities,Germany,Gemini,2023,19166,23,6379,23.2,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
"Smith, Rich and Fox Pvt. Ltd.",Technology,Japan,Groq,2023,6122,12,16553,12.8,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
Nguyen-Bennett Pvt. Ltd.,Hospitality,Germany,ChatGPT,2022,11587,9,5689,26.5,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Chang, Bradley and Aguirre Pvt. Ltd.",Telecom,Singapore,Gemini,2023,6619,15,4716,27.0,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
"Colon, Harvey and Torres Pvt. Ltd.",Transportation,France,Mixtral,2022,17464,25,8371,28.9,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
Stanton Ltd Pvt. Ltd.,Healthcare,Germany,LLaMA,2023,486,28,21785,18.8,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
Wright-Chapman Pvt. Ltd.,Retail,Brazil,ChatGPT,2023,11840,28,1458,2.0,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"James, Barnes and Hernandez Pvt. Ltd.",Manufacturing,South Korea,LLaMA,2024,3889,4,9921,20.0,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
"Randall, Lowery and Ramsey Pvt. Ltd.",Entertainment,Switzerland,Mixtral,2022,12968,11,14697,21.5,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
"Turner, Barker and Owens Pvt. Ltd.",Telecom,Australia,Gemini,2022,16607,20,7389,17.7,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"Crawford, Ramirez and Levy Pvt. Ltd.",Legal Services,Germany,ChatGPT,2023,5045,21,22672,10.4,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
Clark-Fowler Pvt. Ltd.,Manufacturing,Switzerland,Mixtral,2023,11824,22,13656,12.6,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
Randall-Steele Pvt. Ltd.,Advertising,Switzerland,Groq,2022,5185,26,21955,29.1,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
"Hernandez, Ramirez and Torres Pvt. Ltd.",Hospitality,UK,LLaMA,2024,17428,24,16958,17.8,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
Smith-Lara Pvt. Ltd.,Hospitality,Singapore,ChatGPT,2022,7490,10,7540,20.5,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
"Jones, Gomez and Smith Pvt. Ltd.",Utilities,Australia,ChatGPT,2022,8181,21,15029,5.1,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
Buchanan-Fuller Pvt. Ltd.,Retail,France,Claude,2024,17206,25,8553,18.5,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
Simon-Lee Pvt. Ltd.,Healthcare,Canada,Groq,2022,17115,9,10769,7.7,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Monroe-Gardner Pvt. Ltd.,Utilities,Australia,Claude,2022,18019,15,18726,2.9,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Garcia, Taylor and Cooke Pvt. Ltd.",Telecom,UAE,ChatGPT,2024,19324,21,638,17.2,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
"Tucker, Thomas and Stevens Pvt. Ltd.",Legal Services,Brazil,Gemini,2024,6697,26,4925,19.3,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
"Hubbard, Davis and Vang Pvt. Ltd.",Manufacturing,Japan,Claude,2023,14869,1,1244,24.5,"AI helped me reduce repetitive tasks, but learning curve was steep. HR hosted webinars weekly."
Garcia-Jenkins Pvt. Ltd.,Telecom,France,Mixtral,2022,6703,16,794,24.8,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
"Gibson, Baker and Smith Pvt. Ltd.",Entertainment,France,Gemini,2024,12343,28,23894,22.7,There's concern that AI will replace some of us soon. Job rotations have increased.
Taylor-Banks Pvt. Ltd.,Defense,Australia,Groq,2024,393,25,21170,5.1,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
"Medina, Maldonado and Adams Pvt. Ltd.",Entertainment,Germany,Gemini,2024,18093,20,1592,23.0,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
"Hernandez, Johnson and Bolton Pvt. Ltd.",Transportation,Australia,LLaMA,2023,10904,9,19179,3.9,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
Bell-Lewis Pvt. Ltd.,Education,Canada,Claude,2023,14168,20,2285,22.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
Cabrera-Noble Pvt. Ltd.,Telecom,USA,Claude,2024,14316,5,1448,4.5,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Rodriguez, Vincent and Alvarez Pvt. Ltd.",Hospitality,Brazil,Gemini,2022,10894,7,22477,22.1,"Mixed responses—management excited, staff feel uncertain. Some departments feel left behind."
Crosby-Barker Pvt. Ltd.,Healthcare,UAE,Claude,2023,13938,2,6909,26.0,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
Sanchez-Austin Pvt. Ltd.,Utilities,Brazil,ChatGPT,2024,1642,20,18580,10.8,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
"Hudson, Moore and Vincent Pvt. Ltd.",Defense,Australia,Claude,2022,12077,27,20113,16.6,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
"Hill, Smith and Allen Pvt. Ltd.",Telecom,Australia,LLaMA,2022,5968,29,4925,6.0,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
Henson-Williams Pvt. Ltd.,Finance,UK,Mixtral,2024,8319,28,7225,31.8,"AI helped me reduce repetitive tasks, but learning curve was steep. HR hosted webinars weekly."
Hall-Dougherty Pvt. Ltd.,Defense,Singapore,Claude,2024,16407,29,8000,31.7,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
"Schultz, Arnold and Turner Pvt. Ltd.",Advertising,Canada,LLaMA,2023,18259,25,14680,24.1,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
Mendez-Beasley Pvt. Ltd.,Hospitality,South Korea,Claude,2022,10359,20,23589,20.8,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Wilson, Baker and Haynes Pvt. Ltd.",Healthcare,Singapore,Mixtral,2022,12662,18,723,29.8,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
"Scott, Olson and Walter Pvt. Ltd.",Advertising,South Africa,ChatGPT,2022,18009,25,23121,33.0,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Daniels-Perez Pvt. Ltd.,Entertainment,France,Mixtral,2023,4634,14,1596,9.9,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
Sanchez-Moody Pvt. Ltd.,Hospitality,South Korea,LLaMA,2022,7459,14,2284,11.9,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
"Elliott, Fox and Webb Pvt. Ltd.",Finance,UAE,ChatGPT,2024,2546,29,12316,8.8,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
Howard-Gilbert Pvt. Ltd.,Healthcare,France,Mixtral,2024,16476,28,21022,16.5,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
"Smith, Vazquez and Perez Pvt. Ltd.",Legal Services,Australia,Groq,2023,843,6,11268,11.9,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
"Poole, Miller and Valencia Pvt. Ltd.",Defense,South Korea,ChatGPT,2024,18737,14,18520,25.6,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Armstrong, Roberts and Cowan Pvt. Ltd.",Legal Services,Australia,Gemini,2022,18616,3,22765,23.3,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
Farley-Small Pvt. Ltd.,Education,Brazil,Groq,2024,1480,22,651,23.3,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Thompson, Sanchez and Allen Pvt. Ltd.",Advertising,France,Mixtral,2022,10789,18,22612,21.3,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
"Glover, Roberts and Gibson Pvt. Ltd.",Healthcare,France,ChatGPT,2024,15082,19,24301,31.0,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
Young-Doyle Pvt. Ltd.,Defense,South Korea,ChatGPT,2022,15316,9,20175,16.3,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Martinez, Stokes and Ryan Pvt. Ltd.",Technology,France,Gemini,2024,18957,29,23505,3.7,"Productivity increased, but there's anxiety about job security. Some departments feel left behind."
Baker-Turner Pvt. Ltd.,Legal Services,Australia,LLaMA,2024,2297,26,21085,33.0,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
Flores-Anderson Pvt. Ltd.,Technology,USA,Groq,2024,7752,1,16478,25.9,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
Strickland-Velez Pvt. Ltd.,Legal Services,Brazil,ChatGPT,2024,3679,19,5751,10.4,"Mixed responses—management excited, staff feel uncertain. Internal newsletters now highlight AI use cases."
Williams-Marsh Pvt. Ltd.,Defense,South Korea,Mixtral,2024,12599,23,24018,7.5,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Perez, Williams and Cole Pvt. Ltd.",Advertising,France,Gemini,2023,8125,15,23934,24.1,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
"Roberts, Shea and Garner Pvt. Ltd.",Technology,Japan,Gemini,2022,18975,11,15155,10.9,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Cooper, Atkinson and Leonard Pvt. Ltd.",Defense,Japan,LLaMA,2024,1421,15,4094,32.0,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Moreno, Simon and Delgado Pvt. Ltd.",Entertainment,South Africa,Groq,2022,10030,16,22874,25.2,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Watts, Young and Cook Pvt. Ltd.",Telecom,Singapore,Gemini,2023,13323,6,7209,22.1,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
"Young, Smith and Ramsey Pvt. Ltd.",Education,South Africa,ChatGPT,2022,542,13,13737,11.9,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
Bennett-Mayer Pvt. Ltd.,Education,France,Mixtral,2023,13361,8,13940,25.5,"Mixed responses—management excited, staff feel uncertain. Monthly town halls discuss the AI rollout."
"Jones, Clements and Everett Pvt. Ltd.",Transportation,South Africa,Gemini,2022,4358,12,6326,23.0,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
Mcdonald-Fox Pvt. Ltd.,Healthcare,South Korea,Gemini,2022,19772,10,7147,23.8,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
"Walker, Ellis and Lawrence Pvt. Ltd.",Telecom,UK,Mixtral,2024,3237,29,886,7.2,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
Gates-Edwards Pvt. Ltd.,Utilities,UK,Claude,2024,4260,24,7055,23.2,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
Thompson-Shaw Pvt. Ltd.,Utilities,Australia,Groq,2024,18531,25,22444,25.4,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
Anderson-Gallagher Pvt. Ltd.,Manufacturing,France,Mixtral,2023,5032,1,20966,5.1,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
"Williamson, Parker and Flores Pvt. Ltd.",Entertainment,France,Groq,2022,9776,27,20754,19.1,New roles are exciting; transition was smoother than expected. Job rotations have increased.
"Rose, Hernandez and Owens Pvt. Ltd.",Technology,UAE,Mixtral,2024,14130,22,3148,20.0,New roles are exciting; transition was smoother than expected. Job rotations have increased.
Burns-Garcia Pvt. Ltd.,Technology,India,Gemini,2023,11246,29,12631,12.1,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
Peterson-Hicks Pvt. Ltd.,Hospitality,Japan,Mixtral,2024,14396,30,12100,28.2,"We now finish tasks faster, but some older employees are struggling. Some departments feel left behind."
Powell-Nelson Pvt. Ltd.,Finance,South Africa,LLaMA,2023,12136,27,20065,18.1,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
"Novak, Horne and Williams Pvt. Ltd.",Technology,Switzerland,Gemini,2024,7218,12,3323,18.3,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Larson, Hoffman and Dennis Pvt. Ltd.",Utilities,USA,Mixtral,2024,12159,2,15231,29.7,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
Meyers-Grant Pvt. Ltd.,Advertising,India,Claude,2023,11726,26,13695,33.1,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
"Perez, Adams and Ramirez Pvt. Ltd.",Finance,Canada,Claude,2022,8992,4,24360,25.3,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
"Sanders, Moore and Adams Pvt. Ltd.",Utilities,Canada,Gemini,2023,18264,23,9211,30.8,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
"Armstrong, Jackson and Maldonado Pvt. Ltd.",Education,South Korea,Mixtral,2023,18488,17,22453,29.5,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
"Randall, Gonzalez and Sanford Pvt. Ltd.",Entertainment,Singapore,ChatGPT,2023,17602,16,7201,30.6,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Robinson, Olson and Greene Pvt. Ltd.",Entertainment,France,Mixtral,2024,8436,17,6627,22.5,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
Rodriguez-Sullivan Pvt. Ltd.,Retail,UK,LLaMA,2022,214,30,1192,23.8,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
"Smith, Baird and Peck Pvt. Ltd.",Retail,Switzerland,Groq,2023,8438,8,4363,22.6,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
Johnson-Ware Pvt. Ltd.,Education,South Africa,LLaMA,2023,4840,1,10810,2.5,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
"Lewis, Stark and Morris Pvt. Ltd.",Retail,Germany,Mixtral,2024,19573,2,24580,31.3,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
Rios-Sheppard Pvt. Ltd.,Utilities,UAE,Mixtral,2023,6216,14,24175,13.5,There's concern that AI will replace some of us soon. Managers were initially skeptical.
"Mays, Hayes and Myers Pvt. Ltd.",Technology,South Africa,ChatGPT,2023,8606,4,19263,28.7,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
Mendoza-Meyer Pvt. Ltd.,Finance,Australia,Gemini,2023,9033,7,13625,6.9,I love using AI—it makes my job easier and more fun. Job rotations have increased.
"King, Young and Morrow Pvt. Ltd.",Transportation,India,ChatGPT,2024,1873,28,6704,12.4,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
Yang-Lee Pvt. Ltd.,Finance,Australia,Gemini,2022,9624,8,21154,16.3,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Terry, Proctor and Zuniga Pvt. Ltd.",Advertising,USA,Groq,2022,6458,9,16432,17.8,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Levine, Flowers and Lee Pvt. Ltd.",Telecom,South Africa,Groq,2023,4171,21,22727,28.6,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Page-Smith Pvt. Ltd.,Education,Japan,Claude,2022,5002,2,12296,17.2,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Hernandez, Brown and Curry Pvt. Ltd.",Retail,France,Groq,2024,11157,10,18549,28.3,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
Simpson-Frazier Pvt. Ltd.,Hospitality,South Africa,ChatGPT,2022,1108,25,4998,11.0,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
"Bell, Lamb and Stafford Pvt. Ltd.",Advertising,Singapore,Groq,2024,9565,27,1028,19.6,Our workflows have improved drastically with generative AI. Some departments feel left behind.
Conley-Murillo Pvt. Ltd.,Defense,India,Groq,2023,15121,7,13690,20.6,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
"Peterson, Bowman and Grant Pvt. Ltd.",Telecom,Germany,Gemini,2023,2482,6,13225,19.4,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
"Colon, Steele and Smith Pvt. Ltd.",Defense,Canada,Mixtral,2024,15839,15,16623,33.4,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
